"행정구역","2020년01월_계_총인구수","2020년01월_계_연령구간인구수","2020년01월_계_0~9세","2020년01월_계_10~19세","2020년01월_계_20~29세","2020년01월_계_30~39세","2020년01월_계_40~49세","2020년01월_계_50~59세","2020년01월_계_60~69세","2020년01월_계_70~79세","2020년01월_계_80~89세","2020년01월_계_90~99세","2020년01월_계_100세 이상","2020년01월_남_총인구수","2020년01월_남_연령구간인구수","2020년01월_남_0~9세","2020년01월_남_10~19세","2020년01월_남_20~29세","2020년01월_남_30~39세","2020년01월_남_40~49세","2020년01월_남_50~59세","2020년01월_남_60~69세","2020년01월_남_70~79세","2020년01월_남_80~89세","2020년01월_남_90~99세","2020년01월_남_100세 이상","2020년01월_여_총인구수","2020년01월_여_연령구간인구수","2020년01월_여_0~9세","2020년01월_여_10~19세","2020년01월_여_20~29세","2020년01월_여_30~39세","2020년01월_여_40~49세","2020년01월_여_50~59세","2020년01월_여_60~69세","2020년01월_여_70~79세","2020년01월_여_80~89세","2020년01월_여_90~99세","2020년01월_여_100세 이상"
"전라남도 진도군 의신면(4690033000)","3,560","3,560","142","178","233","223","394","637","677","639","385","51","1","1,786","1,786","78","93","125","133","245","359","350","265","127","11","0","1,774","1,774","64","85","108","90","149","278","327","374","258","40","1"
"전라남도 진도군 임회면(4690034000)","3,474","3,474","119","199","235","186","335","632","646","676","383","62","1","1,660","1,660","57","101","127","108","209","340","324","284","100","10","0","1,814","1,814","62","98","108","78","126","292","322","392","283","52","1"
"전라남도 진도군 지산면(4690035000)","3,290","3,290","120","150","218","173","268","542","609","753","404","52","1","1,579","1,579","57","75","135","99","178","302","298","317","105","13","0","1,711","1,711","63","75","83","74","90","240","311","436","299","39","1"
"전라남도 진도군 조도면(4690036000)","2,373","2,373","124","132","120","152","300","372","399","463","288","20","3","1,212","1,212","55","73","71","88","198","233","234","182","77","1","0","1,161","1,161","69","59","49","64","102","139","165","281","211","19","3"
"전라남도 진도군 조도면가사출장소(4690036500)","284","284","20","15","17","20","31","44","40","52","40","5","0","149","149","13","11","9","12","21","30","21","21","10","1","0","135","135","7","4","8","8","10","14","19","31","30","4","0"
"전라남도 진도군 조도면거차출장소(4690036600)","359","359","30","36","18","25","40","57","58","62","29","4","0","181","181","17","17","13","16","28","38","25","18","7","2","0","178","178","13","19","5","9","12","19","33","44","22","2","0"
"전라남도 신안군 (4691000000)","40,156","40,156","1,715","2,173","3,118","3,028","4,558","7,333","7,466","6,560","3,757","431","17","21,343","21,343","899","1,128","1,848","1,893","3,043","4,389","4,078","2,887","1,086","87","5","18,813","18,813","816","1,045","1,270","1,135","1,515","2,944","3,388","3,673","2,671","344","12"
"전라남도 신안군 지도읍(4691025000)","4,372","4,372","163","245","326","292","502","805","821","757","414","46","1","2,279","2,279","89","116","202","176","329","471","459","315","116","6","0","2,093","2,093","74","129","124","116","173","334","362","442","298","40","1"
"전라남도 신안군 지도읍선도출장소(4691025100)","256","256","5","8","15","16","22","57","53","41","36","3","0","135","135","2","4","9","9","17","36","34","13","11","0","0","121","121","3","4","6","7","5","21","19","28","25","3","0"
"전라남도 신안군 압해읍(4691025300)","5,952","5,952","258","313","545","486","676","1,143","1,180","814","463","70","4","3,205","3,205","142","152","312","298","444","640","657","381","162","16","1","2,747","2,747","116","161","233","188","232","503","523","433","301","54","3"
"전라남도 신안군 압해읍매화출장소(4691025400)","253","253","8","4","11","24","23","48","63","52","19","1","0","137","137","4","3","7","17","18","32","31","21","3","1","0","116","116","4","1","4","7","5","16","32","31","16","0","0"
"전라남도 신안군 압해읍고이도출장소(4691025500)","223","223","8","6","9","18","19","36","43","60","23","1","0","127","127","7","4","6","12","16","21","24","28","8","1","0","96","96","1","2","3","6","3","15","19","32","15","0","0"
"전라남도 신안군 증도면(4691031000)","1,574","1,574","59","63","135","113","197","293","243","304","153","13","1","850","850","31","33","83","77","138","190","126","120","50","2","0","724","724","28","30","52","36","59","103","117","184","103","11","1"
"전라남도 신안군 증도면병풍출장소(4691031500)","331","331","5","15","19","25","38","68","70","67","23","1","0","192","192","2","11","7","20","30","44","35","35","8","0","0","139","139","3","4","12","5","8","24","35","32","15","1","0"
"전라남도 신안군 임자면(4691032000)","3,235","3,235","187","229","250","240","417","610","557","502","227","16","0","1,714","1,714","96","121","153","147","271","367","294","212","50","3","0","1,521","1,521","91","108","97","93","146","243","263","290","177","13","0"
"전라남도 신안군 자은면(4691033000)","2,274","2,274","95","104","148","139","216","434","442","438","237","21","0","1,199","1,199","55","54","83","94","140","248","237","196","87","5","0","1,075","1,075","40","50","65","45","76","186","205","242","150","16","0"
"전라남도 신안군 비금면(4691034000)","3,619","3,619","143","229","225","259","422","658","679","639","318","47","0","1,886","1,886","75","110","117","166","258","408","360","295","90","7","0","1,733","1,733","68","119","108","93","164","250","319","344","228","40","0"
"전라남도 신안군 도초면(4691035000)","2,646","2,646","130","231","208","192","281","413","432","447","286","26","0","1,345","1,345","64","116","118","120","167","244","236","204","72","4","0","1,301","1,301","66","115","90","72","114","169","196","243","214","22","0"
"전라남도 신안군 도초면우이도출장(4691035500)","223","223","9","6","8","12","32","62","46","30","15","2","1","124","124","6","3","5","5","26","35","27","14","3","0","0","99","99","3","3","3","7","6","27","19","16","12","2","1"
"전라남도 신안군 흑산면(4691036000)","2,404","2,404","78","124","229","208","324","467","397","336","200","37","4","1,338","1,338","37","74","142","135","227","300","218","142","59","3","1","1,066","1,066","41","50","87","73","97","167","179","194","141","34","3"
"전라남도 신안군 흑산면가거도출장(4691036500)","457","457","11","20","74","50","79","92","65","44","22","0","0","299","299","5","11","54","41","60","63","39","19","7","0","0","158","158","6","9","20","9","19","29","26","25","15","0","0"
"전라남도 신안군 흑산면태도출장소(4691036600)","228","228","10","15","15","14","32","46","47","24","22","3","0","129","129","5","9","9","9","26","30","26","10","4","1","0","99","99","5","6","6","5","6","16","21","14","18","2","0"
"전라남도 신안군 흑산면홍도출장소(4691036700)","534","534","33","33","52","69","94","106","74","46","27","0","0","300","300","16","21","30","46","64","59","40","17","7","0","0","234","234","17","12","22","23","30","47","34","29","20","0","0"
"전라남도 신안군 흑산면대둔도출장(4691036800)","340","340","15","20","31","29","46","59","72","43","20","5","0","198","198","8","11","18","18","35","44","38","23","3","0","0","142","142","7","9","13","11","11","15","34","20","17","5","0"
"전라남도 신안군 하의면(4691037000)","1,810","1,810","84","110","129","126","210","321","339","292","187","12","0","969","969","41","62","76","67","147","203","183","137","50","3","0","841","841","43","48","53","59","63","118","156","155","137","9","0"
"전라남도 신안군 신의면(4691038000)","1,600","1,600","77","105","141","144","212","304","269","212","124","9","3","866","866","33","56","75","85","150","184","157","94","28","3","1","734","734","44","49","66","59","62","120","112","118","96","6","2"
"전라남도 신안군 장산면(4691039000)","1,616","1,616","76","65","102","124","166","251","316","316","179","19","2","847","847","41","31","61","77","119","154","165","135","59","4","1","769","769","35","34","41","47","47","97","151","181","120","15","1"
"전라남도 신안군 안좌면(4691040000)","2,795","2,795","126","104","217","202","236","484","552","478","343","52","1","1,452","1,452","62","57","128","125","156","294","309","211","96","13","1","1,343","1,343","64","47","89","77","80","190","243","267","247","39","0"
"전라남도 신안군 안좌면자라출장소(4691040500)","297","297","10","8","20","35","32","52","63","48","25","4","0","163","163","6","6","12","23","20","26","37","26","5","2","0","134","134","4","2","8","12","12","26","26","22","20","2","0"
"전라남도 신안군 팔금면(4691041000)","1,033","1,033","23","37","68","70","91","148","224","222","135","15","0","518","518","11","18","54","41","62","78","122","93","36","3","0","515","515","12","19","14","29","29","70","102","129","99","12","0"
"전라남도 신안군 암태면(4691042000)","2,084","2,084","102","79","141","141","191","376","419","348","259","28","0","1,071","1,071","61","45","87","85","123","218","224","146","72","10","0","1,013","1,013","41","34","54","56","68","158","195","202","187","18","0"
"경상북도  (4700000000)","2,662,508","2,662,508","199,154","234,724","293,166","304,966","391,303","464,755","387,775","238,260","130,048","17,417","940","1,340,346","1,340,346","102,701","123,702","164,749","162,265","204,347","239,799","191,877","104,680","42,408","3,620","198","1,322,162","1,322,162","96,453","111,022","128,417","142,701","186,956","224,956","195,898","133,580","87,640","13,797","742"
"경상북도 포항시 (4711000000)","506,494","506,494","41,645","48,279","58,129","61,767","78,640","91,622","74,095","35,657","14,541","2,021","98","255,926","255,926","21,558","25,396","33,084","32,455","39,466","45,924","36,499","16,491","4,667","358","28","250,568","250,568","20,087","22,883","25,045","29,312","39,174","45,698","37,596","19,166","9,874","1,663","70"
"경상북도 포항시 남구 (4711100000)","235,006","235,006","18,829","22,022","27,358","28,757","36,575","42,718","34,862","16,616","6,368","851","50","120,990","120,990","9,729","11,619","15,892","15,457","18,871","22,119","17,297","7,834","2,017","139","16","114,016","114,016","9,100","10,403","11,466","13,300","17,704","20,599","17,565","8,782","4,351","712","34"
"경상북도 포항시 남구 구룡포읍(4711125000)","7,856","7,856","180","275","549","511","814","1,536","1,883","1,350","667","86","5","3,967","3,967","89","156","324","296","505","877","927","559","216","15","3","3,889","3,889","91","119","225","215","309","659","956","791","451","71","2"
"경상북도 포항시 남구 연일읍(4711125300)","31,522","31,522","2,600","3,839","3,866","3,433","5,411","6,176","3,892","1,587","633","78","7","16,076","16,076","1,364","1,977","2,217","1,728","2,607","3,201","1,992","777","203","8","2","15,446","15,446","1,236","1,862","1,649","1,705","2,804","2,975","1,900","810","430","70","5"
"경상북도 포항시 남구 오천읍(4711125600)","55,426","55,426","6,305","5,929","6,273","8,908","10,122","8,447","5,821","2,451","1,030","127","13","29,308","29,308","3,238","3,158","3,660","4,807","5,523","4,493","2,971","1,107","325","23","3","26,118","26,118","3,067","2,771","2,613","4,101","4,599","3,954","2,850","1,344","705","104","10"
"경상북도 포항시 남구 대송면(4711131000)","3,635","3,635","87","165","309","294","359","766","875","517","226","36","1","1,902","1,902","45","87","174","187","218","422","454","249","60","6","0","1,733","1,733","42","78","135","107","141","344","421","268","166","30","1"
"경상북도 포항시 남구 동해면(4711132000)","9,987","9,987","585","822","1,054","953","1,312","1,901","1,716","1,100","477","64","3","5,036","5,036","296","423","581","522","706","983","872","487","151","14","1","4,951","4,951","289","399","473","431","606","918","844","613","326","50","2"
"경상북도 포항시 남구 장기면(4711133000)","4,216","4,216","79","135","236","198","336","739","953","855","591","89","5","2,067","2,067","44","66","138","119","228","400","475","392","186","19","0","2,149","2,149","35","69","98","79","108","339","478","463","405","70","5"
"경상북도 포항시 남구 호미곶면(4711135000)","1,963","1,963","41","79","112","93","193","364","449","384","218","29","1","949","949","25","45","65","54","132","196","215","158","55","4","0","1,014","1,014","16","34","47","39","61","168","234","226","163","25","1"
"경상북도 포항시 남구 상대동(4711152500)","25,535","25,535","1,311","1,629","3,345","3,160","3,542","4,781","4,903","2,236","547","81","0","13,131","13,131","676","859","1,869","1,809","1,937","2,320","2,301","1,156","190","14","0","12,404","12,404","635","770","1,476","1,351","1,605","2,461","2,602","1,080","357","67","0"
"경상북도 포항시 남구 해도동(4711154500)","17,865","17,865","675","889","1,853","1,789","2,340","3,587","4,062","2,040","563","62","5","9,178","9,178","347","489","1,088","1,055","1,308","1,802","1,869","996","214","9","1","8,687","8,687","328","400","765","734","1,032","1,785","2,193","1,044","349","53","4"
"경상북도 포항시 남구 송도동(4711155000)","12,991","12,991","483","768","1,150","1,171","1,529","2,567","3,082","1,642","518","76","5","6,540","6,540","267","402","658","674","845","1,288","1,461","751","181","11","2","6,451","6,451","216","366","492","497","684","1,279","1,621","891","337","65","3"
"경상북도 포항시 남구 청림동(4711156000)","4,895","4,895","267","280","618","563","554","888","951","572","177","23","2","2,607","2,607","136","148","384","338","325","474","455","273","69","3","2","2,288","2,288","131","132","234","225","229","414","496","299","108","20","0"
"경상북도 포항시 남구 제철동(4711157000)","3,059","3,059","196","214","727","378","366","523","386","188","75","6","0","1,804","1,804","100","117","565","231","199","273","203","89","26","1","0","1,255","1,255","96","97","162","147","167","250","183","99","49","5","0"
"경상북도 포항시 남구 효곡동(4711158000)","30,961","30,961","3,699","3,864","3,786","3,966","5,240","5,693","3,536","843","280","52","2","15,734","15,734","1,903","2,040","2,217","1,898","2,334","2,913","1,896","454","70","8","1","15,227","15,227","1,796","1,824","1,569","2,068","2,906","2,780","1,640","389","210","44","1"
"경상북도 포항시 남구 대이동(4711159000)","25,095","25,095","2,321","3,134","3,480","3,340","4,457","4,750","2,353","851","366","42","1","12,691","12,691","1,199","1,652","1,952","1,739","2,004","2,477","1,206","386","71","4","1","12,404","12,404","1,122","1,482","1,528","1,601","2,453","2,273","1,147","465","295","38","0"
"경상북도 포항시 북구 (4711300000)","271,488","271,488","22,816","26,257","30,771","33,010","42,065","48,904","39,233","19,041","8,173","1,170","48","134,936","134,936","11,829","13,777","17,192","16,998","20,595","23,805","19,202","8,657","2,650","219","12","136,552","136,552","10,987","12,480","13,579","16,012","21,470","25,099","20,031","10,384","5,523","951","36"
"경상북도 포항시 북구 흥해읍(4711325000)","40,564","40,564","4,050","3,669","4,316","5,330","6,281","7,042","5,369","2,885","1,404","212","6","20,300","20,300","2,128","1,899","2,418","2,727","3,169","3,556","2,671","1,269","424","36","3","20,264","20,264","1,922","1,770","1,898","2,603","3,112","3,486","2,698","1,616","980","176","3"
"경상북도 포항시 북구 신광면(4711331000)","2,874","2,874","70","97","177","144","241","505","714","499","380","45","2","1,439","1,439","34","61","106","89","156","272","377","215","123","6","0","1,435","1,435","36","36","71","55","85","233","337","284","257","39","2"
"경상북도 포항시 북구 청하면(4711332000)","4,933","4,933","131","244","327","291","513","950","1,061","856","484","75","1","2,415","2,415","72","131","198","159","297","514","521","354","156","13","0","2,518","2,518","59","113","129","132","216","436","540","502","328","62","1"
"경상북도 포항시 북구 송라면(4711333000)","2,611","2,611","42","99","185","115","218","501","610","475","309","56","1","1,274","1,274","17","47","105","79","133","284","290","216","93","9","1","1,337","1,337","25","52","80","36","85","217","320","259","216","47","0"
"경상북도 포항시 북구 기계면(4711334000)","5,084","5,084","112","221","325","248","424","935","1,199","905","622","90","3","2,440","2,440","48","95","195","165","252","496","584","391","196","17","1","2,644","2,644","64","126","130","83","172","439","615","514","426","73","2"
"경상북도 포항시 북구 죽장면(4711335000)","2,164","2,164","35","62","86","83","143","419","573","423","294","46","0","1,083","1,083","15","37","64","52","94","231","284","183","109","14","0","1,081","1,081","20","25","22","31","49","188","289","240","185","32","0"
"경상북도 포항시 북구 죽장면상옥출장소(4711335500)","600","600","8","19","35","15","48","120","188","99","53","15","0","310","310","4","9","22","13","31","58","99","49","20","5","0","290","290","4","10","13","2","17","62","89","50","33","10","0"
"경상북도 포항시 북구 기북면(4711336000)","1,297","1,297","24","39","55","54","111","209","347","254","178","24","2","629","629","10","24","31","34","63","116","186","99","61","5","0","668","668","14","15","24","20","48","93","161","155","117","19","2"
"경상북도 포항시 북구 중앙동(4711352000)","16,360","16,360","690","881","1,740","1,895","2,099","2,936","3,269","2,009","729","102","10","8,074","8,074","362","454","962","1,074","1,122","1,438","1,505","872","263","18","4","8,286","8,286","328","427","778","821","977","1,498","1,764","1,137","466","84","6"
"경상북도 포항시 북구 양학동(4711363000)","17,672","17,672","1,332","2,026","2,244","1,956","2,854","3,569","2,416","905","317","50","3","8,759","8,759","665","1,095","1,266","1,020","1,287","1,681","1,207","439","90","9","0","8,913","8,913","667","931","978","936","1,567","1,888","1,209","466","227","41","3"
"경상북도 포항시 북구 죽도동(4711365500)","20,152","20,152","865","1,066","2,408","2,517","2,627","3,591","4,062","2,223","703","85","5","9,980","9,980","444","554","1,329","1,413","1,408","1,665","1,813","1,056","280","16","2","10,172","10,172","421","512","1,079","1,104","1,219","1,926","2,249","1,167","423","69","3"
"경상북도 포항시 북구 용흥동(4711366500)","23,040","23,040","1,611","2,228","2,588","2,464","3,442","4,271","3,932","1,783","629","88","4","11,298","11,298","804","1,199","1,450","1,258","1,628","2,029","1,851","831","225","23","0","11,742","11,742","807","1,029","1,138","1,206","1,814","2,242","2,081","952","404","65","4"
"경상북도 포항시 북구 우창동(4711368000)","32,267","32,267","3,115","3,186","4,074","4,486","5,006","6,110","4,006","1,594","605","83","2","15,783","15,783","1,617","1,713","2,226","2,275","2,291","2,852","1,982","670","144","13","0","16,484","16,484","1,498","1,473","1,848","2,211","2,715","3,258","2,024","924","461","70","2"
"경상북도 포항시 북구 두호동(4711369000)","21,422","21,422","1,409","2,441","2,775","2,039","3,211","4,445","3,259","1,304","480","56","3","10,598","10,598","737","1,267","1,609","1,025","1,476","2,058","1,622","625","166","12","1","10,824","10,824","672","1,174","1,166","1,014","1,735","2,387","1,637","679","314","44","2"
"경상북도 포항시 북구 장량동(4711370000)","70,607","70,607","8,308","8,773","8,500","10,064","13,119","11,774","6,876","2,262","806","121","4","35,670","35,670","4,361","4,564","4,691","4,958","6,339","5,824","3,557","1,123","233","20","0","34,937","34,937","3,947","4,209","3,809","5,106","6,780","5,950","3,319","1,139","573","101","4"
"경상북도 포항시 북구 환여동(4711371000)","9,841","9,841","1,014","1,206","936","1,309","1,728","1,527","1,352","565","180","22","2","4,884","4,884","511","628","520","657","849","731","653","265","67","3","0","4,957","4,957","503","578","416","652","879","796","699","300","113","19","2"
"경상북도 경주시 (4713000000)","255,253","255,253","16,887","21,926","27,846","26,434","37,821","47,083","38,993","24,004","12,573","1,596","90","127,829","127,829","8,630","11,482","15,729","14,009","19,792","24,283","19,088","10,534","3,938","324","20","127,424","127,424","8,257","10,444","12,117","12,425","18,029","22,800","19,905","13,470","8,635","1,272","70"
"경상북도 경주시 감포읍(4713025000)","5,602","5,602","164","222","414","359","649","1,051","1,224","950","495","73","1","2,808","2,808","87","115","252","217","421","564","595","384","160","13","0","2,794","2,794","77","107","162","142","228","487","629","566","335","60","1"
"경상북도 경주시 안강읍(4713025300)","25,816","25,816","1,319","2,237","2,623","1,977","3,592","5,182","4,257","2,894","1,562","162","11","12,863","12,863","690","1,118","1,523","1,046","1,873","2,727","2,094","1,262","494","34","2","12,953","12,953","629","1,119","1,100","931","1,719","2,455","2,163","1,632","1,068","128","9"
"경상북도 경주시 건천읍(4713025600)","9,681","9,681","383","528","806","730","1,093","1,778","2,004","1,433","813","105","8","4,932","4,932","194","304","503","434","637","934","1,000","613","290","22","1","4,749","4,749","189","224","303","296","456","844","1,004","820","523","83","7"
"경상북도 경주시 외동읍(4713025900)","18,737","18,737","1,020","1,100","1,871","2,038","2,598","3,840","3,247","1,829","1,053","135","6","9,902","9,902","507","587","1,105","1,187","1,593","2,087","1,672","845","292","24","3","8,835","8,835","513","513","766","851","1,005","1,753","1,575","984","761","111","3"
"경상북도 경주시 양북면(4713031000)","4,431","4,431","248","207","468","527","413","681","796","614","415","60","2","2,320","2,320","125","127","289","325","269","402","405","254","117","7","0","2,111","2,111","123","80","179","202","144","279","391","360","298","53","2"
"경상북도 경주시 양남면(4713032000)","6,379","6,379","316","356","633","519","779","1,357","1,232","740","379","67","1","3,386","3,386","169","193","415","308","452","750","628","335","123","13","0","2,993","2,993","147","163","218","211","327","607","604","405","256","54","1"
"경상북도 경주시 내남면(4713033000)","4,865","4,865","107","221","321","280","452","947","1,101","811","557","65","3","2,433","2,433","51","111","186","181","255","538","564","364","166","16","1","2,432","2,432","56","110","135","99","197","409","537","447","391","49","2"
"경상북도 경주시 산내면(4713034000)","3,278","3,278","57","87","164","150","212","636","907","644","364","54","3","1,624","1,624","32","46","101","83","122","323","478","308","119","11","1","1,654","1,654","25","41","63","67","90","313","429","336","245","43","2"
"경상북도 경주시 서면(4713035000)","3,312","3,312","70","145","205","177","345","589","746","652","350","31","2","1,661","1,661","38","98","119","97","210","328","361","289","116","4","1","1,651","1,651","32","47","86","80","135","261","385","363","234","27","1"
"경상북도 경주시 현곡면(4713036000)","21,674","21,674","2,392","2,532","2,394","3,097","3,811","3,438","2,209","1,119","601","78","3","10,698","10,698","1,236","1,281","1,278","1,519","1,888","1,715","1,088","505","177","10","1","10,976","10,976","1,156","1,251","1,116","1,578","1,923","1,723","1,121","614","424","68","2"
"경상북도 경주시 강동면(4713037000)","6,490","6,490","206","377","542","438","787","1,317","1,286","900","559","76","2","3,299","3,299","94","201","305","266","459","727","654","407","164","22","0","3,191","3,191","112","176","237","172","328","590","632","493","395","54","2"
"경상북도 경주시 천북면(4713038000)","5,558","5,558","229","360","539","524","690","1,067","1,007","720","375","45","2","2,899","2,899","123","189","304","302","408","581","522","332","127","11","0","2,659","2,659","106","171","235","222","282","486","485","388","248","34","2"
"경상북도 경주시 중부동(4713051500)","5,520","5,520","229","338","601","551","693","978","1,043","730","318","31","8","2,728","2,728","110","188","332","301","391","498","458","325","118","4","3","2,792","2,792","119","150","269","250","302","480","585","405","200","27","5"
"경상북도 경주시 황오동(4713053000)","6,815","6,815","195","380","702","582","812","1,249","1,432","982","419","52","10","3,314","3,314","87","204","387","347","458","638","633","402","144","12","2","3,501","3,501","108","176","315","235","354","611","799","580","275","40","8"
"경상북도 경주시 성건동(4713055000)","14,456","14,456","511","937","2,127","1,400","1,934","2,508","2,637","1,713","615","72","2","7,171","7,171","281","483","1,210","812","1,034","1,198","1,157","754","225","16","1","7,285","7,285","230","454","917","588","900","1,310","1,480","959","390","56","1"
"경상북도 경주시 황남동(4713057000)","5,152","5,152","112","233","408","357","554","930","1,120","866","505","60","7","2,536","2,536","59","112","237","205","319","521","551","362","154","14","2","2,616","2,616","53","121","171","152","235","409","569","504","351","46","5"
"경상북도 경주시 선도동(4713059000)","15,109","15,109","1,273","1,787","1,936","1,608","2,663","2,738","1,670","904","470","58","2","7,551","7,551","643","954","1,085","790","1,288","1,412","808","395","163","13","0","7,558","7,558","630","833","851","818","1,375","1,326","862","509","307","45","2"
"경상북도 경주시 월성동(4713060500)","6,064","6,064","389","359","512","581","790","1,068","1,118","772","422","52","1","3,022","3,022","206","195","309","290","428","572","531","346","129","16","0","3,042","3,042","183","164","203","291","362","496","587","426","293","36","1"
"경상북도 경주시 용강동(4713061500)","21,651","21,651","2,713","2,459","2,499","3,117","3,892","3,648","1,970","866","418","64","5","10,605","10,605","1,378","1,231","1,369","1,514","1,927","1,734","982","346","112","12","0","11,046","11,046","1,335","1,228","1,130","1,603","1,965","1,914","988","520","306","52","5"
"경상북도 경주시 황성동(4713062100)","29,614","29,614","2,797","3,924","3,846","3,498","5,576","5,388","2,778","1,128","591","85","3","14,631","14,631","1,437","2,101","2,102","1,696","2,571","2,684","1,393","485","150","12","0","14,983","14,983","1,360","1,823","1,744","1,802","3,005","2,704","1,385","643","441","73","3"
"경상북도 경주시 동천동(4713063000)","23,357","23,357","1,405","2,437","3,169","2,528","3,951","4,551","3,172","1,454","625","64","1","11,662","11,662","700","1,284","1,772","1,339","1,947","2,235","1,532","643","194","15","1","11,695","11,695","705","1,153","1,397","1,189","2,004","2,316","1,640","811","431","49","0"
"경상북도 경주시 불국동(4713065000)","9,848","9,848","680","597","898","1,247","1,300","1,801","1,656","1,022","555","87","5","4,862","4,862","348","314","458","666","713","930","795","452","169","17","0","4,986","4,986","332","283","440","581","587","871","861","570","386","70","5"
"경상북도 경주시 보덕동(4713066000)","1,844","1,844","72","103","168","149","235","341","381","261","112","20","2","922","922","35","46","88","84","129","185","187","126","35","6","1","922","922","37","57","80","65","106","156","194","135","77","14","1"
"경상북도 김천시 (4715000000)","140,991","140,991","10,935","12,180","15,025","15,910","19,657","23,999","20,954","13,360","7,859","1,060","52","70,637","70,637","5,647","6,477","8,394","8,435","10,401","12,475","10,275","5,712","2,583","228","10","70,354","70,354","5,288","5,703","6,631","7,475","9,256","11,524","10,679","7,648","5,276","832","42"
"경상북도 김천시 아포읍(4715025000)","7,293","7,293","407","450","610","652","884","1,477","1,363","834","536","79","1","3,667","3,667","215","231","351","335","510","765","702","373","167","17","1","3,626","3,626","192","219","259","317","374","712","661","461","369","62","0"
"경상북도 김천시 농소면(4715031000)","3,023","3,023","97","139","262","228","310","553","640","440","317","37","0","1,570","1,570","50","74","154","136","200","318","320","187","122","9","0","1,453","1,453","47","65","108","92","110","235","320","253","195","28","0"
"경상북도 김천시 남면(4715032000)","3,226","3,226","93","156","279","222","316","627","670","474","332","52","5","1,650","1,650","51","85","163","123","192","365","364","194","109","4","0","1,576","1,576","42","71","116","99","124","262","306","280","223","48","5"
"경상북도 김천시 개령면(4715034000)","2,566","2,566","77","115","220","164","222","498","589","407","241","32","1","1,299","1,299","45","64","141","89","143","271","298","177","65","6","0","1,267","1,267","32","51","79","75","79","227","291","230","176","26","1"
"경상북도 김천시 감문면(4715035000)","3,399","3,399","88","110","210","205","273","607","777","597","467","64","1","1,695","1,695","52","59","121","131","173","342","410","247","149","11","0","1,704","1,704","36","51","89","74","100","265","367","350","318","53","1"
"경상북도 김천시 어모면(4715036000)","4,202","4,202","154","219","342","256","449","764","875","663","408","68","4","2,126","2,126","87","125","212","151","249","409","448","290","140","14","1","2,076","2,076","67","94","130","105","200","355","427","373","268","54","3"
"경상북도 김천시 봉산면(4715037000)","3,295","3,295","110","163","293","228","309","681","697","508","267","36","3","1,674","1,674","60","93","161","128","182","361","356","234","85","13","1","1,621","1,621","50","70","132","100","127","320","341","274","182","23","2"
"경상북도 김천시 대항면(4715038000)","3,574","3,574","99","193","340","232","347","766","759","477","308","48","5","1,824","1,824","56","103","203","133","195","421","390","211","105","6","1","1,750","1,750","43","90","137","99","152","345","369","266","203","42","4"
"경상북도 김천시 감천면(4715039000)","1,999","1,999","66","90","153","134","196","396","406","291","233","33","1","1,024","1,024","41","51","77","90","128","215","203","130","82","7","0","975","975","25","39","76","44","68","181","203","161","151","26","1"
"경상북도 김천시 조마면(4715040000)","2,292","2,292","66","104","152","136","224","453","507","349","264","36","1","1,143","1,143","33","55","87","79","138","245","267","157","74","8","0","1,149","1,149","33","49","65","57","86","208","240","192","190","28","1"
"경상북도 김천시 구성면(4715041000)","2,903","2,903","55","109","188","138","225","552","665","516","385","69","1","1,438","1,438","26","66","101","84","139","326","340","228","106","21","1","1,465","1,465","29","43","87","54","86","226","325","288","279","48","0"
"경상북도 김천시 지례면(4715042000)","1,621","1,621","37","54","109","74","126","288","350","320","228","31","4","805","805","19","31","67","49","80","164","184","125","71","13","2","816","816","18","23","42","25","46","124","166","195","157","18","2"
"경상북도 김천시 부항면(4715043000)","1,303","1,303","27","48","78","51","127","233","301","237","178","22","1","647","647","16","24","47","31","77","132","175","86","55","4","0","656","656","11","24","31","20","50","101","126","151","123","18","1"
"경상북도 김천시 대덕면(4715044000)","2,187","2,187","58","139","130","125","175","397","468","391","278","25","1","1,082","1,082","38","66","75","77","102","213","241","173","91","6","0","1,105","1,105","20","73","55","48","73","184","227","218","187","19","1"
"경상북도 김천시 증산면(4715045000)","1,073","1,073","14","41","43","33","105","240","260","162","157","17","1","517","517","7","23","29","15","57","127","143","62","50","4","0","556","556","7","18","14","18","48","113","117","100","107","13","1"
"경상북도 김천시 자산동(4715051600)","6,962","6,962","254","407","677","609","883","1,192","1,487","980","422","49","2","3,517","3,517","136","191","397","357","543","605","687","442","147","12","0","3,445","3,445","118","216","280","252","340","587","800","538","275","37","2"
"경상북도 김천시 평화남산동(4715053600)","7,940","7,940","255","463","884","771","908","1,429","1,586","1,047","522","71","4","3,909","3,909","139","260","512","466","499","700","680","429","209","15","0","4,031","4,031","116","203","372","305","409","729","906","618","313","56","4"
"경상북도 김천시 양금동(4715056500)","4,107","4,107","161","261","368","297","438","714","836","672","323","34","3","1,999","1,999","90","141","200","156","250","368","384","271","126","11","2","2,108","2,108","71","120","168","141","188","346","452","401","197","23","1"
"경상북도 김천시 대신동(4715057500)","24,736","24,736","2,277","3,024","3,552","2,893","4,090","4,138","2,550","1,365","748","93","6","12,236","12,236","1,177","1,552","1,939","1,478","1,977","2,080","1,224","550","240","19","0","12,500","12,500","1,100","1,472","1,613","1,415","2,113","2,058","1,326","815","508","74","6"
